record_type	tablet_order	level_order	level	lesson	mode	tablet_state	tablet_path	stone_order	text	asset_key	written_text	sound_art	visual_art	text_ok	written_text_ok	sound_art_ok	visual_art_ok	passed_checks	required_checks	confidence_percent	lock_eligible	load_status
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	7	G	G	G.8x8.txt	G.wav	G.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	8	H	H	H.8x8.txt	H.wav	H.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	9	I	I	I.8x8.txt	I.wav	I.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	10	J	J	J.8x8.txt	J.wav	J.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	11	K	K	K.8x8.txt	K.wav	K.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	12	L	L	L.8x8.txt	L.wav	L.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	13	M	M	M.8x8.txt	M.wav	M.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	14	N	N	N.8x8.txt	N.wav	N.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	15	O	O	O.8x8.txt	O.wav	O.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	16	P	P	P.8x8.txt	P.wav	P.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	17	Q	Q	Q.8x8.txt	Q.wav	Q.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	18	R	R	R.8x8.txt	R.wav	R.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	19	S	S	S.8x8.txt	S.wav	S.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	20	T	T	T.8x8.txt	T.wav	T.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	21	U	U	U.8x8.txt	U.wav	U.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	22	V	V	V.8x8.txt	V.wav	V.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	23	W	W	W.8x8.txt	W.wav	W.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	24	X	X	X.8x8.txt	X.wav	X.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	25	Y	Y	Y.8x8.txt	Y.wav	Y.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	26	Z	Z	Z.8x8.txt	Z.wav	Z.svg	1	1	1	1	4	4	100	YES	VERIFIED
TABLET_SUMMARY	5	2	alphabet	alphabet_uppercase_solo	solo	staged	XML_text/02_alphabet_uppercase_solo.xml	0						0	0	0	0	104	104	100	YES	100_PERCENT_VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	1	a	a	a.8x8.txt	a.wav	a.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	2	b	b	b.8x8.txt	b.wav	b.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	3	c	c	c.8x8.txt	c.wav	c.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	4	d	d	d.8x8.txt	d.wav	d.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	5	e	e	e.8x8.txt	e.wav	e.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	6	f	f	f.8x8.txt	f.wav	f.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	7	g	g	g.8x8.txt	g.wav	g.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	8	h	h	h.8x8.txt	h.wav	h.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	9	i	i	i.8x8.txt	i.wav	i.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	10	j	j	j.8x8.txt	j.wav	j.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	11	k	k	k.8x8.txt	k.wav	k.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	12	l	l	l.8x8.txt	l.wav	l.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	13	m	m	m.8x8.txt	m.wav	m.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	14	n	n	n.8x8.txt	n.wav	n.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	15	o	o	o.8x8.txt	o.wav	o.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	16	p	p	p.8x8.txt	p.wav	p.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	17	q	q	q.8x8.txt	q.wav	q.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	18	r	r	r.8x8.txt	r.wav	r.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	19	s	s	s.8x8.txt	s.wav	s.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	20	t	t	t.8x8.txt	t.wav	t.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	21	u	u	u.8x8.txt	u.wav	u.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	22	v	v	v.8x8.txt	v.wav	v.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	23	w	w	w.8x8.txt	w.wav	w.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	24	x	x	x.8x8.txt	x.wav	x.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	25	y	y	y.8x8.txt	y.wav	y.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	26	z	z	z.8x8.txt	z.wav	z.svg	1	1	1	1	4	4	100	YES	VERIFIED
TABLET_SUMMARY	6	2	alphabet	alphabet_lowercase_solo	solo	staged	XML_text/02_alphabet_lowercase_solo.xml	0						0	0	0	0	104	104	100	YES	100_PERCENT_VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	1	Aa	Aa	Aa.8x8.txt	A.wav|a.wav	Aa.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	2	Bb	Bb	Bb.8x8.txt	B.wav|b.wav	Bb.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	3	Cc	Cc	Cc.8x8.txt	C.wav|c.wav	Cc.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	4	Dd	Dd	Dd.8x8.txt	D.wav|d.wav	Dd.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	5	Ee	Ee	Ee.8x8.txt	E.wav|e.wav	Ee.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	6	Ff	Ff	Ff.8x8.txt	F.wav|f.wav	Ff.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	7	Gg	Gg	Gg.8x8.txt	G.wav|g.wav	Gg.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	8	Hh	Hh	Hh.8x8.txt	H.wav|h.wav	Hh.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	9	Ii	Ii	Ii.8x8.txt	I.wav|i.wav	Ii.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	10	Jj	Jj	Jj.8x8.txt	J.wav|j.wav	Jj.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	11	Kk	Kk	Kk.8x8.txt	K.wav|k.wav	Kk.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	12	Ll	Ll	Ll.8x8.txt	L.wav|l.wav	Ll.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	13	Mm	Mm	Mm.8x8.txt	M.wav|m.wav	Mm.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	14	Nn	Nn	Nn.8x8.txt	N.wav|n.wav	Nn.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	15	Oo	Oo	Oo.8x8.txt	O.wav|o.wav	Oo.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	16	Pp	Pp	Pp.8x8.txt	P.wav|p.wav	Pp.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	17	Qq	Qq	Qq.8x8.txt	Q.wav|q.wav	Qq.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	18	Rr	Rr	Rr.8x8.txt	R.wav|r.wav	Rr.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	19	Ss	Ss	Ss.8x8.txt	S.wav|s.wav	Ss.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	20	Tt	Tt	Tt.8x8.txt	T.wav|t.wav	Tt.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	21	Uu	Uu	Uu.8x8.txt	U.wav|u.wav	Uu.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	22	Vv	Vv	Vv.8x8.txt	V.wav|v.wav	Vv.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	23	Ww	Ww	Ww.8x8.txt	W.wav|w.wav	Ww.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	24	Xx	Xx	Xx.8x8.txt	X.wav|x.wav	Xx.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	25	Yy	Yy	Yy.8x8.txt	Y.wav|y.wav	Yy.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	26	Zz	Zz	Zz.8x8.txt	Z.wav|z.wav	Zz.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	27	1 A a	1_A_a	1_A_a.8x8.txt	one.wav|A.wav|a.wav	1_A_a.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	28	2 B b	2_B_b	2_B_b.8x8.txt	two.wav|B.wav|b.wav	2_B_b.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	29	3 C c	3_C_c	3_C_c.8x8.txt	three.wav|C.wav|c.wav	3_C_c.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	30	4 D d	4_D_d	4_D_d.8x8.txt	four.wav|D.wav|d.wav	4_D_d.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	31	5 E e	5_E_e	5_E_e.8x8.txt	five.wav|E.wav|e.wav	5_E_e.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	32	6 F f	6_F_f	6_F_f.8x8.txt	six.wav|F.wav|f.wav	6_F_f.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	33	7 G g	7_G_g	7_G_g.8x8.txt	seven.wav|G.wav|g.wav	7_G_g.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	34	8 H h	8_H_h	8_H_h.8x8.txt	eight.wav|H.wav|h.wav	8_H_h.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	35	9 I i	9_I_i	9_I_i.8x8.txt	nine.wav|I.wav|i.wav	9_I_i.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	36	10 J j	10_J_j	10_J_j.8x8.txt	ten.wav|J.wav|j.wav	10_J_j.svg	1	1	1	1	4	4	100	YES	VERIFIED
TABLET_SUMMARY	7	2	alphabet	alphabet_case_pairs_and_counting	bridge	staged	XML_text/02_alphabet_case_pairs_and_counting.xml	0						0	0	0	0	144	144	100	YES	100_PERCENT_VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	1	A	A	A.8x8.txt	A.wav	A.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	2	AB	AB	AB.8x8.txt	A.wav|B.wav	AB.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	3	ABC	ABC	ABC.8x8.txt	A.wav|B.wav|C.wav	ABC.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	4	ABCD	ABCD	ABCD.8x8.txt	A.wav|B.wav|C.wav|D.wav	ABCD.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	5	ABCDE	ABCDE	ABCDE.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav	ABCDE.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	6	ABCDEF	ABCDEF	ABCDEF.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav	ABCDEF.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	7	ABCDEFG	ABCDEFG	ABCDEFG.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav	ABCDEFG.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	8	ABCDEFGH	ABCDEFGH	ABCDEFGH.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav	ABCDEFGH.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	9	ABCDEFGHI	ABCDEFGHI	ABCDEFGHI.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav	ABCDEFGHI.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	10	ABCDEFGHIJ	ABCDEFGHIJ	ABCDEFGHIJ.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav	ABCDEFGHIJ.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	11	ABCDEFGHIJK	ABCDEFGHIJK	ABCDEFGHIJK.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav	ABCDEFGHIJK.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	12	ABCDEFGHIJKL	ABCDEFGHIJKL	ABCDEFGHIJKL.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav	ABCDEFGHIJKL.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	13	ABCDEFGHIJKLM	ABCDEFGHIJKLM	ABCDEFGHIJKLM.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav	ABCDEFGHIJKLM.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	14	ABCDEFGHIJKLMN	ABCDEFGHIJKLMN	ABCDEFGHIJKLMN.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav	ABCDEFGHIJKLMN.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	15	ABCDEFGHIJKLMNO	ABCDEFGHIJKLMNO	ABCDEFGHIJKLMNO.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav	ABCDEFGHIJKLMNO.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	16	ABCDEFGHIJKLMNOP	ABCDEFGHIJKLMNOP	ABCDEFGHIJKLMNOP.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav	ABCDEFGHIJKLMNOP.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	17	ABCDEFGHIJKLMNOPQ	ABCDEFGHIJKLMNOPQ	ABCDEFGHIJKLMNOPQ.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav|Q.wav	ABCDEFGHIJKLMNOPQ.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	18	ABCDEFGHIJKLMNOPQR	ABCDEFGHIJKLMNOPQR	ABCDEFGHIJKLMNOPQR.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav|Q.wav|R.wav	ABCDEFGHIJKLMNOPQR.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	19	ABCDEFGHIJKLMNOPQRS	ABCDEFGHIJKLMNOPQRS	ABCDEFGHIJKLMNOPQRS.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav|Q.wav|R.wav|S.wav	ABCDEFGHIJKLMNOPQRS.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	20	ABCDEFGHIJKLMNOPQRST	ABCDEFGHIJKLMNOPQRST	ABCDEFGHIJKLMNOPQRST.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav|Q.wav|R.wav|S.wav|T.wav	ABCDEFGHIJKLMNOPQRST.svg	1	1	1	1	4	4	100	YES	VERIFIED
STONE	8	2	alphabet	alphabet_growing_sequences	elastic	staged	XML_text/02_alphabet_growing_sequences.xml	21	ABCDEFGHIJKLMNOPQRSTU	ABCDEFGHIJKLMNOPQRSTU	ABCDEFGHIJKLMNOPQRSTU.8x8.txt	A.wav|B.wav|C.wav|D.wav|E.wav|F.wav|G.wav|H.wav|I.wav|J.wav|K.wav|L.wav|M.wav|N.wav|O.wav|P.wav|Q.wav|R.wav|S.wav|T.wav|U.wav	ABCDEFGHIJKLMNOPQRSTU.svg	1	1	1	1	4	4	100	YES	VERIFIED
